,datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Home_Outros,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_Away_Outros,Pre_home_goal,Pre_away_goal
0,2012-05-19 18:30:00,Palmeiras,Portuguesa,1.0,1.0,2012.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
4,2012-05-20 16:00:00,Corinthians,Fluminense,0.0,1.0,2012.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
5,2012-05-20 16:00:00,Botafogo,São Paulo,4.0,2.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.5,0.2857142857142857
8,2012-05-20 18:30:00,Bahia,Santos,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
14,2012-05-27 16:00:00,Santos,Sport,0.0,0.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
15,2012-05-27 16:00:00,Atlético,Corinthians,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
17,2012-05-27 16:00:00,São Paulo,Bahia,1.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
18,2012-05-27 18:30:00,Grêmio,Palmeiras,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
21,2012-06-06 19:30:00,Sport,Palmeiras,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
26,2012-06-06 21:50:00,Internacional,São Paulo,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
27,2012-06-06 21:50:00,Santos,Fluminense,1.0,1.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
28,2012-06-07 21:00:00,Corinthians,Figueirense,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
31,2012-06-09 21:00:00,Palmeiras,Atlético,0.0,1.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
33,2012-06-10 17:00:00,Grêmio,Corinthians,2.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
39,2012-06-10 18:30:00,São Paulo,Santos,1.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,1,0,0,0,0.125,0.0
43,2012-06-17 16:00:00,São Paulo,Atlético,1.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
44,2012-06-17 16:00:00,Palmeiras,Vasco da Gama,1.0,1.0,2012.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
46,2012-06-17 16:00:00,Flamengo,Santos,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
49,2012-06-17 18:30:00,Ponte Preta,Corinthians,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
51,2012-06-23 18:30:00,Portuguesa,São Paulo,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
53,2012-06-24 16:00:00,Corinthians,Palmeiras,2.0,1.0,2012.0,pontos corridos,2,0,0,0,1,0,1,0,0,0,0,0.25,0.14285714285714285
58,2012-06-24 18:30:00,Santos,Coritiba,2.0,2.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
61,2012-06-30 16:20:00,Cruzeiro,São Paulo,2.0,3.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.25,0.42857142857142855
64,2012-07-01 16:00:00,Portuguesa,Santos,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
67,2012-07-01 18:30:00,Palmeiras,Figueirense,3.0,1.0,2012.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
69,2012-07-11 19:30:00,Corinthians,Botafogo,1.0,3.0,2012.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.125,0.42857142857142855
75,2012-07-08 16:00:00,Santos,Grêmio,4.0,2.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.5,0.2857142857142857
76,2012-07-08 16:00:00,São Paulo,Coritiba,3.0,1.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.14285714285714285
77,2012-07-08 18:30:00,Ponte Preta,Palmeiras,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
78,2012-07-08 18:30:00,Sport,Corinthians,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
81,2012-07-14 18:30:00,Corinthians,Náutico,2.0,1.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
84,2012-07-15 16:00:00,Internacional,Santos,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
87,2012-07-15 18:30:00,Palmeiras,São Paulo,1.0,1.0,2012.0,pontos corridos,1,1,0,0,0,0,0,0,1,0,0,0.125,0.14285714285714285
90,2012-07-18 19:30:00,Santos,Botafogo,0.0,0.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
94,2012-07-18 21:50:00,São Paulo,Vasco da Gama,0.0,1.0,2012.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
96,2012-07-18 21:50:00,Flamengo,Corinthians,0.0,3.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.42857142857142855
98,2012-07-19 21:00:00,Coritiba,Palmeiras,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
101,2012-07-21 18:30:00,Vasco da Gama,Santos,2.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
102,2012-07-21 21:00:00,Corinthians,Portuguesa,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
105,2012-07-22 16:00:00,Figueirense,São Paulo,0.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
106,2012-07-22 16:00:00,Palmeiras,Náutico,3.0,0.0,2012.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
114,2012-07-25 21:50:00,Corinthians,Cruzeiro,2.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
116,2012-07-25 21:50:00,Atlético,São Paulo,4.0,3.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.5,0.42857142857142855
117,2012-07-26 21:00:00,Atlético,Santos,2.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
119,2012-07-26 21:00:00,Palmeiras,Bahia,0.0,2.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
124,2012-07-29 16:00:00,São Paulo,Flamengo,4.0,1.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.5,0.14285714285714285
126,2012-07-29 16:00:00,Bahia,Corinthians,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
127,2012-07-29 18:30:00,Cruzeiro,Palmeiras,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
129,2012-07-29 18:30:00,Santos,Ponte Preta,2.0,1.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.14285714285714285
130,2012-08-04 18:30:00,Palmeiras,Internacional,0.0,1.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
133,2012-08-05 16:00:00,Vasco da Gama,Corinthians,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
136,2012-08-05 16:00:00,São Paulo,Sport,1.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
138,2012-08-05 18:30:00,Náutico,Santos,3.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.0
143,2012-08-08 20:30:00,Corinthians,Atlético,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
144,2012-08-08 21:50:00,Santos,Cruzeiro,4.0,2.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.5,0.2857142857142857
146,2012-08-08 21:50:00,Botafogo,Palmeiras,1.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
147,2012-08-09 21:00:00,Fluminense,São Paulo,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
152,2012-08-11 18:30:00,Santos,Atlético,2.0,2.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
155,2012-08-12 16:00:00,São Paulo,Grêmio,1.0,2.0,2012.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
157,2012-08-12 16:00:00,Coritiba,Corinthians,1.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.125,0.2857142857142857
158,2012-08-12 18:30:00,Fluminense,Palmeiras,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
164,2012-08-15 21:50:00,Náutico,São Paulo,3.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.375,0.0
166,2012-08-15 21:50:00,Palmeiras,Flamengo,1.0,0.0,2012.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
168,2012-08-16 21:00:00,Corinthians,Internacional,1.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
169,2012-08-16 21:00:00,Figueirense,Santos,1.0,3.0,2012.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.125,0.42857142857142855
172,2012-08-18 21:00:00,São Paulo,Ponte Preta,3.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
173,2012-08-19 16:00:00,Santos,Corinthians,3.0,2.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,1,0,0.375,0.2857142857142857
177,2012-08-19 18:30:00,Atlético,Palmeiras,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
181,2012-08-25 18:30:00,Palmeiras,Santos,1.0,2.0,2012.0,pontos corridos,0,1,0,0,0,0,0,1,0,0,0,0.125,0.2857142857142857
185,2012-08-26 16:00:00,Corinthians,São Paulo,1.0,2.0,2012.0,pontos corridos,0,0,0,0,1,0,0,0,1,0,0,0.125,0.2857142857142857
191,2012-08-29 19:30:00,Santos,Bahia,1.0,3.0,2012.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.42857142857142855
194,2012-08-29 20:30:00,Portuguesa,Palmeiras,3.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.0
195,2012-08-29 22:00:00,Fluminense,Corinthians,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
199,2012-08-30 21:00:00,São Paulo,Botafogo,4.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.5,0.0
200,2012-09-01 18:30:00,Palmeiras,Grêmio,0.0,0.0,2012.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0
203,2012-09-02 16:00:00,Bahia,São Paulo,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
204,2012-09-02 16:00:00,Sport,Santos,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
206,2012-09-02 16:00:00,Corinthians,Atlético,1.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
215,2012-09-05 22:00:00,Figueirense,Corinthians,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
217,2012-09-05 22:00:00,São Paulo,Internacional,1.0,1.0,2012.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
218,2012-09-06 21:00:00,Fluminense,Santos,3.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
219,2012-09-06 21:00:00,Palmeiras,Sport,3.0,1.0,2012.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
222,2012-09-08 21:00:00,Corinthians,Grêmio,3.0,1.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.14285714285714285
224,2012-09-09 16:00:00,Santos,São Paulo,0.0,0.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,1,0,0,0.0,0.0
227,2012-09-09 18:30:00,Atlético,Palmeiras,3.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.0
230,2012-09-12 19:30:00,Corinthians,Ponte Preta,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
235,2012-09-12 22:00:00,Vasco da Gama,Palmeiras,3.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.14285714285714285
236,2012-09-12 22:00:00,Santos,Flamengo,2.0,0.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
237,2012-09-12 22:00:00,Atlético,São Paulo,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
241,2012-09-15 18:30:00,São Paulo,Portuguesa,3.0,1.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.14285714285714285
242,2012-09-16 16:00:00,Palmeiras,Corinthians,0.0,2.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,1,0,0.0,0.2857142857142857
244,2012-09-16 16:00:00,Coritiba,Santos,1.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
251,2012-09-22 18:30:00,Figueirense,Palmeiras,1.0,3.0,2012.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
252,2012-09-22 21:00:00,Santos,Portuguesa,1.0,3.0,2012.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.42857142857142855
253,2012-09-23 16:00:00,Botafogo,Corinthians,2.0,2.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.25,0.2857142857142857
254,2012-09-23 16:00:00,São Paulo,Cruzeiro,1.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
264,2012-09-29 21:00:00,Palmeiras,Ponte Preta,3.0,0.0,2012.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
266,2012-09-30 16:00:00,Corinthians,Sport,3.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
267,2012-09-30 16:00:00,Coritiba,São Paulo,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
269,2012-09-30 18:30:00,Grêmio,Santos,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
273,2012-10-06 16:00:00,São Paulo,Palmeiras,3.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,1,0,0,0,0,0.375,0.0
275,2012-10-06 16:20:00,Santos,Internacional,1.0,1.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
276,2012-10-06 16:20:00,Náutico,Corinthians,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.14285714285714285
280,2012-10-10 19:30:00,Botafogo,Santos,0.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
286,2012-10-10 22:00:00,Vasco da Gama,São Paulo,0.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
287,2012-10-10 22:00:00,Corinthians,Flamengo,3.0,2.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.2857142857142857
288,2012-10-11 21:00:00,Palmeiras,Coritiba,0.0,1.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
292,2012-10-13 21:00:00,Portuguesa,Corinthians,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
293,2012-10-14 16:00:00,Santos,Vasco da Gama,2.0,0.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
294,2012-10-14 16:00:00,São Paulo,Figueirense,2.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
297,2012-10-14 16:00:00,Náutico,Palmeiras,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
300,2012-10-17 19:30:00,Bahia,Palmeiras,0.0,1.0,2012.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
304,2012-10-17 22:00:00,Santos,Atlético,2.0,2.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
305,2012-10-17 22:00:00,Cruzeiro,Corinthians,2.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
308,2012-10-18 21:00:00,São Paulo,Atlético,2.0,0.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
311,2012-10-20 18:30:00,Corinthians,Bahia,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
312,2012-10-20 18:30:00,Palmeiras,Cruzeiro,2.0,0.0,2012.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
313,2012-10-21 16:00:00,Flamengo,São Paulo,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
316,2012-10-21 18:30:00,Ponte Preta,Santos,1.0,0.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
321,2012-10-25 21:00:00,Santos,Náutico,0.0,0.0,2012.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
323,2012-10-27 16:20:00,Corinthians,Vasco da Gama,1.0,0.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
324,2012-10-27 16:20:00,Internacional,Palmeiras,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
327,2012-10-27 18:30:00,Sport,São Paulo,2.0,4.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.25,0.5714285714285714
331,2012-11-03 19:30:00,Cruzeiro,Santos,0.0,4.0,2012.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.5714285714285714
333,2012-11-04 17:00:00,Atlético,Corinthians,0.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
335,2012-11-04 17:00:00,São Paulo,Fluminense,1.0,1.0,2012.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
336,2012-11-04 17:00:00,Palmeiras,Botafogo,2.0,2.0,2012.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
341,2012-11-10 19:30:00,Atlético,Santos,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
342,2012-11-10 21:00:00,Corinthians,Coritiba,5.0,1.0,2012.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.625,0.14285714285714285
344,2012-11-11 17:00:00,Palmeiras,Fluminense,2.0,3.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.25,0.42857142857142855
345,2012-11-11 17:00:00,Grêmio,São Paulo,2.0,1.0,2012.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
350,2012-11-17 19:30:00,Santos,Figueirense,2.0,0.0,2012.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
352,2012-11-18 17:00:00,Flamengo,Palmeiras,1.0,1.0,2012.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
354,2012-11-18 17:00:00,São Paulo,Náutico,2.0,1.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
358,2012-11-18 19:30:00,Internacional,Corinthians,0.0,2.0,2012.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
360,2012-11-24 19:30:00,Corinthians,Santos,1.0,1.0,2012.0,pontos corridos,1,0,0,0,1,0,0,1,0,0,0,0.125,0.14285714285714285
362,2012-11-25 17:00:00,Ponte Preta,São Paulo,0.0,0.0,2012.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
368,2012-11-25 17:00:00,Palmeiras,Atlético,1.0,2.0,2012.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
371,2012-12-01 19:30:00,Santos,Palmeiras,3.0,1.0,2012.0,pontos corridos,2,0,1,0,0,0,1,0,0,0,0,0.375,0.14285714285714285
373,2012-12-02 17:00:00,São Paulo,Corinthians,3.0,1.0,2012.0,pontos corridos,2,0,0,1,0,0,0,0,0,1,0,0.375,0.14285714285714285
382,2013-05-25 21:00:00,Corinthians,Botafogo,1.0,1.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
384,2013-05-26 16:00:00,Ponte Preta,São Paulo,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2857142857142857
386,2013-05-26 16:00:00,Santos,Flamengo,0.0,0.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
391,2013-05-29 19:30:00,Botafogo,Santos,2.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.14285714285714285
392,2013-05-29 19:30:00,São Paulo,Vasco da Gama,5.0,1.0,2013.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.625,0.14285714285714285
396,2013-05-29 22:00:00,Goiás,Corinthians,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
401,2013-06-01 16:20:00,Santos,Grêmio,1.0,1.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
405,2013-06-01 21:00:00,Corinthians,Ponte Preta,1.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
409,2013-06-02 18:30:00,Atlético,São Paulo,0.0,0.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
411,2013-06-05 19:30:00,São Paulo,Goiás,0.0,1.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
412,2013-06-05 19:30:00,Criciuma,Santos,3.0,1.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
418,2013-06-05 22:00:00,Cruzeiro,Corinthians,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
423,2013-06-08 18:30:00,Corinthians,Portuguesa,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
428,2013-06-12 19:30:00,Santos,Atlético,1.0,0.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
429,2013-06-12 22:00:00,Grêmio,São Paulo,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
436,2013-07-07 16:00:00,São Paulo,Santos,0.0,2.0,2013.0,pontos corridos,0,0,0,1,0,0,0,1,0,0,0,0.0,0.2857142857142857
437,2013-07-07 16:00:00,Bahia,Corinthians,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
441,2013-07-13 18:30:00,Santos,Portuguesa,4.0,1.0,2013.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.5,0.14285714285714285
443,2013-07-14 16:00:00,Vitória,São Paulo,3.0,2.0,2013.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.375,0.2857142857142857
445,2013-07-14 16:00:00,Corinthians,Atlético,0.0,1.0,2013.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
451,2013-07-20 18:30:00,São Paulo,Cruzeiro,0.0,3.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.42857142857142855
455,2013-07-21 16:00:00,Atlético Paranaense,Corinthians,1.0,1.0,2013.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
456,2013-07-21 16:00:00,Santos,Coritiba,2.0,2.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
462,2013-07-27 21:00:00,Ponte Preta,Santos,1.0,0.0,2013.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
465,2013-07-28 16:00:00,Corinthians,São Paulo,0.0,0.0,2013.0,pontos corridos,1,0,0,0,1,0,0,0,1,0,0,0.0,0.0
474,2013-07-31 21:50:00,Corinthians,Grêmio,2.0,0.0,2013.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
478,2013-09-03 21:00:00,Náutico,São Paulo,0.0,1.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
479,2013-09-10 19:30:00,Internacional,Santos,1.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
480,2013-07-10 21:00:00,São Paulo,Bahia,1.0,2.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
484,2013-08-04 16:00:00,Criciuma,Corinthians,0.0,2.0,2013.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
489,2013-09-25 21:00:00,Santos,Náutico,1.0,1.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
490,2013-07-24 21:00:00,São Paulo,Internacional,0.0,1.0,2013.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.0,0.14285714285714285
496,2013-08-07 21:50:00,Santos,Corinthians,1.0,1.0,2013.0,pontos corridos,1,0,1,0,0,0,0,0,0,1,0,0.125,0.14285714285714285
