,datetime,home_team,away_team,home_goal,away_goal,season,stage,ALVO,Pre_Home_Palmeiras,Pre_Home_Santos,Pre_Home_SaoPaulo,Pre_Home_Corinthians,Pre_Home_Outros,Pre_Away_Palmeiras,Pre_Away_Santos,Pre_Away_SaoPaulo,Pre_Away_Corinthians,Pre_Away_Outros,Pre_home_goal,Pre_away_goal
1958,2017-06-11 19:00:00,Atlético,Santos,0.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
1963,2017-06-14 19:30:00,Sport,São Paulo,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
1965,2017-06-14 21:45:00,Corinthians,Cruzeiro,1.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
1966,2017-06-14 21:45:00,Santos,Palmeiras,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,1,0,0,0,0,0.125,0.0
1972,2017-06-17 21:00:00,Santos,Ponte Preta,0.0,0.0,2017.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
1973,2017-06-18 11:00:00,Coritiba,Corinthians,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
1974,2017-06-18 16:00:00,São Paulo,Atlético,1.0,2.0,2017.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
1975,2017-06-18 16:00:00,Bahia,Palmeiras,2.0,4.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.25,0.5714285714285714
1980,2017-06-21 19:30:00,Vitória,Santos,0.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.2857142857142857
1982,2017-06-21 21:00:00,Palmeiras,Atlético,1.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
1985,2017-06-21 21:45:00,Atlético,São Paulo,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
1987,2017-06-22 19:30:00,Corinthians,Bahia,3.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.0
1990,2017-06-24 19:00:00,Santos,Sport,0.0,1.0,2017.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
1992,2017-06-25 16:00:00,Ponte Preta,Palmeiras,1.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
1993,2017-06-25 16:00:00,Grêmio,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
1996,2017-06-25 16:00:00,São Paulo,Fluminense,1.0,1.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
2000,2017-07-01 16:00:00,Palmeiras,Grêmio,1.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
2001,2017-07-01 19:00:00,Atlético,Santos,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
2002,2017-07-02 16:00:00,Flamengo,São Paulo,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
2003,2017-07-02 16:00:00,Corinthians,Botafogo,1.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
2012,2017-07-08 19:00:00,Corinthians,Ponte Preta,2.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
2014,2017-07-09 16:00:00,Cruzeiro,Palmeiras,3.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.14285714285714285
2017,2017-07-09 19:00:00,Santos,São Paulo,3.0,2.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,1,0,0,0.375,0.2857142857142857
2021,2017-07-12 19:30:00,Atlético,Santos,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
2023,2017-07-12 21:45:00,Palmeiras,Corinthians,0.0,2.0,2017.0,pontos corridos,0,1,0,0,0,0,0,0,0,1,0,0.0,0.2857142857142857
2027,2017-07-13 19:30:00,São Paulo,Atlético,2.0,2.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
2030,2017-07-15 19:00:00,Corinthians,Atlético,2.0,2.0,2017.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.25,0.2857142857142857
2031,2017-07-16 11:00:00,Palmeiras,Vitória,4.0,2.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.5,0.2857142857142857
2032,2017-07-16 16:00:00,Vasco da Gama,Santos,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
2036,2017-07-16 16:00:00,Chapecoense,São Paulo,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.0
2041,2017-07-19 19:30:00,Santos,Chapecoense,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
2043,2017-07-19 21:00:00,Avaí,Corinthians,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.0,0.0
2044,2017-07-19 21:45:00,Flamengo,Palmeiras,2.0,2.0,2017.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.25,0.2857142857142857
2046,2017-07-19 21:45:00,São Paulo,Vasco da Gama,1.0,0.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
2052,2017-07-23 11:00:00,Santos,Bahia,3.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.0
2054,2017-07-23 16:00:00,Fluminense,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
2055,2017-07-23 16:00:00,Sport,Palmeiras,0.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
2059,2017-07-24 20:00:00,São Paulo,Grêmio,1.0,1.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
2060,2017-07-29 16:00:00,Botafogo,São Paulo,3.0,4.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.375,0.5714285714285714
2061,2017-07-29 19:00:00,Palmeiras,Avaí,2.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
2065,2017-07-30 16:00:00,Corinthians,Flamengo,1.0,1.0,2017.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
2067,2017-07-30 19:00:00,Grêmio,Santos,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
2072,2017-08-02 21:00:00,Atlético,Corinthians,0.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857
2074,2017-08-02 21:45:00,Botafogo,Palmeiras,1.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.2857142857142857
2075,2017-08-02 21:45:00,Santos,Flamengo,3.0,2.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
2078,2017-08-03 19:30:00,São Paulo,Coritiba,1.0,2.0,2017.0,pontos corridos,0,0,0,1,0,0,0,0,0,0,1,0.125,0.2857142857142857
2080,2017-08-05 19:00:00,Corinthians,Sport,3.0,1.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.14285714285714285
2083,2017-08-06 16:00:00,Palmeiras,Atlético,0.0,1.0,2017.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
2087,2017-08-06 16:00:00,Bahia,São Paulo,2.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.25,0.14285714285714285
2089,2017-08-06 19:00:00,Avaí,Santos,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
2092,2017-08-13 11:00:00,São Paulo,Cruzeiro,3.0,2.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.2857142857142857
2093,2017-08-13 16:00:00,Vasco da Gama,Palmeiras,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
2098,2017-08-14 20:00:00,Santos,Fluminense,0.0,0.0,2017.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0
2099,2017-08-23 19:30:00,Chapecoense,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
2100,2017-08-19 16:00:00,Corinthians,Vitória,0.0,1.0,2017.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
2106,2017-08-20 16:00:00,Avaí,São Paulo,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
2107,2017-08-20 19:00:00,Palmeiras,Chapecoense,0.0,2.0,2017.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.0,0.2857142857142857
2108,2017-08-20 19:00:00,Coritiba,Santos,0.0,0.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
2111,2017-08-26 19:00:00,Corinthians,Atlético,0.0,1.0,2017.0,pontos corridos,0,0,0,0,1,0,0,0,0,0,1,0.0,0.14285714285714285
2113,2017-08-27 16:00:00,Palmeiras,São Paulo,4.0,2.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,1,0,0,0.5,0.2857142857142857
2116,2017-08-27 19:00:00,Cruzeiro,Santos,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
2120,2017-09-09 16:00:00,Atlético,Palmeiras,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
2122,2017-09-09 19:00:00,São Paulo,Ponte Preta,2.0,2.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
2124,2017-09-10 16:00:00,Santos,Corinthians,2.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,1,0,0.25,0.0
2130,2017-09-16 19:00:00,Botafogo,Santos,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
2135,2017-09-17 16:00:00,Corinthians,Vasco da Gama,1.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
2136,2017-09-17 16:00:00,Vitória,São Paulo,1.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
2139,2017-09-18 20:00:00,Palmeiras,Coritiba,1.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
2141,2017-09-23 21:00:00,Santos,Atlético,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
2142,2017-09-24 11:00:00,São Paulo,Corinthians,1.0,1.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,1,0,0.125,0.14285714285714285
2146,2017-09-24 16:00:00,Fluminense,Palmeiras,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.14285714285714285
2152,2017-09-30 19:00:00,Palmeiras,Santos,0.0,1.0,2017.0,pontos corridos,0,1,0,0,0,0,0,1,0,0,0,0.0,0.14285714285714285
2154,2017-10-01 16:00:00,São Paulo,Sport,1.0,0.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
2155,2017-10-01 16:00:00,Cruzeiro,Corinthians,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
2162,2017-10-11 21:00:00,Corinthians,Coritiba,3.0,1.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.14285714285714285
2163,2017-10-11 21:45:00,Atlético,São Paulo,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
2168,2017-10-12 17:00:00,Ponte Preta,Santos,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
2169,2017-10-12 21:00:00,Palmeiras,Bahia,2.0,2.0,2017.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
2172,2017-10-14 21:00:00,São Paulo,Atlético,2.0,1.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.14285714285714285
2175,2017-10-15 17:00:00,Atlético,Palmeiras,1.0,3.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
2178,2017-10-15 19:00:00,Bahia,Corinthians,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.0
2179,2017-10-16 20:00:00,Santos,Vitória,2.0,2.0,2017.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
2184,2017-10-18 21:45:00,Fluminense,São Paulo,3.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.375,0.14285714285714285
2185,2017-10-18 21:45:00,Corinthians,Grêmio,0.0,0.0,2017.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
2186,2017-10-19 20:00:00,Palmeiras,Ponte Preta,2.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
2189,2017-10-19 21:00:00,Sport,Santos,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.125,0.14285714285714285
2192,2017-10-22 17:00:00,São Paulo,Flamengo,2.0,0.0,2017.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.25,0.0
2194,2017-10-22 17:00:00,Grêmio,Palmeiras,1.0,3.0,2017.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
2196,2017-10-22 17:00:00,Santos,Atlético,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
2199,2017-10-23 20:00:00,Botafogo,Corinthians,2.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.14285714285714285
2200,2017-10-28 17:00:00,São Paulo,Santos,2.0,1.0,2017.0,pontos corridos,2,0,0,1,0,0,0,1,0,0,0,0.25,0.14285714285714285
2205,2017-10-29 17:00:00,Ponte Preta,Corinthians,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
2209,2017-10-30 20:00:00,Palmeiras,Cruzeiro,2.0,2.0,2017.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.25,0.2857142857142857
2210,2017-11-04 17:00:00,Santos,Atlético,3.0,1.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
2212,2017-11-04 19:00:00,Atlético,São Paulo,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
2214,2017-11-05 17:00:00,Corinthians,Palmeiras,3.0,2.0,2017.0,pontos corridos,2,0,0,0,1,0,1,0,0,0,0,0.375,0.2857142857142857
2223,2017-11-08 21:00:00,Atlético,Corinthians,0.0,1.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.14285714285714285
2225,2017-11-08 21:45:00,Santos,Vasco da Gama,1.0,2.0,2017.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
2226,2017-11-08 21:45:00,Vitória,Palmeiras,3.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.14285714285714285
2227,2017-11-09 20:00:00,São Paulo,Chapecoense,2.0,2.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
2231,2017-11-11 19:00:00,Corinthians,Avaí,1.0,0.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
2233,2017-11-12 17:00:00,Vasco da Gama,São Paulo,1.0,1.0,2017.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
2235,2017-11-12 17:00:00,Palmeiras,Flamengo,2.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
2239,2017-11-13 20:00:00,Chapecoense,Santos,2.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
2241,2017-11-15 19:30:00,Grêmio,São Paulo,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,1,0,0,0.125,0.0
2244,2017-11-15 21:45:00,Corinthians,Fluminense,3.0,1.0,2017.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.375,0.14285714285714285
2247,2017-11-16 20:00:00,Palmeiras,Sport,5.0,1.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.625,0.14285714285714285
2249,2017-11-16 21:00:00,Bahia,Santos,3.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.375,0.14285714285714285
2250,2017-11-19 17:00:00,Flamengo,Corinthians,3.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.375,0.0
2251,2017-11-19 17:00:00,São Paulo,Botafogo,0.0,0.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
2256,2017-11-19 19:00:00,Santos,Grêmio,1.0,0.0,2017.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.125,0.0
2259,2017-11-20 20:00:00,Avaí,Palmeiras,2.0,1.0,2017.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.25,0.14285714285714285
2263,2017-11-26 17:00:00,Corinthians,Atlético,2.0,2.0,2017.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.25,0.2857142857142857
2265,2017-11-26 17:00:00,Coritiba,São Paulo,1.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.2857142857142857
2268,2017-11-26 19:00:00,Flamengo,Santos,1.0,2.0,2017.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.125,0.2857142857142857
2269,2017-11-27 20:00:00,Palmeiras,Botafogo,2.0,0.0,2017.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.25,0.0
2272,2017-12-03 17:00:00,Santos,Avaí,1.0,1.0,2017.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
2273,2017-12-03 17:00:00,São Paulo,Bahia,1.0,1.0,2017.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.125,0.14285714285714285
2275,2017-12-03 17:00:00,Atlético,Palmeiras,3.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.375,0.0
2276,2017-12-03 17:00:00,Sport,Corinthians,1.0,0.0,2017.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
2282,2018-04-14 21:00:00,Santos,Ceará,2.0,0.0,2018.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.25,0.0
2285,2018-04-15 16:00:00,Corinthians,Fluminense,2.0,1.0,2018.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.14285714285714285
2288,2018-04-16 20:00:00,Botafogo,Palmeiras,1.0,1.0,2018.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.125,0.14285714285714285
2289,2018-04-16 20:00:00,São Paulo,Paraná,1.0,0.0,2018.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.125,0.0
2290,2018-04-21 16:00:00,Bahia,Santos,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.125,0.0
2292,2018-04-22 11:00:00,Paraná,Corinthians,0.0,4.0,2018.0,pontos corridos,0,0,0,0,0,1,0,0,0,1,0,0.0,0.5714285714285714
2295,2018-04-22 16:00:00,Ceará,São Paulo,0.0,0.0,2018.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.0,0.0
2296,2018-04-22 16:00:00,Palmeiras,Internacional,1.0,0.0,2018.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.125,0.0
2301,2018-04-29 16:00:00,Palmeiras,Chapecoense,0.0,0.0,2018.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0
2304,2018-04-29 16:00:00,Fluminense,São Paulo,1.0,1.0,2018.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.125,0.14285714285714285
2306,2018-04-29 16:00:00,Atlético,Corinthians,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
2309,2018-09-27 20:00:00,Santos,Vasco da Gama,1.0,1.0,2018.0,pontos corridos,1,0,1,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
2311,2018-05-05 19:00:00,São Paulo,Atlético,2.0,2.0,2018.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.25,0.2857142857142857
2312,2018-05-06 11:00:00,Corinthians,Ceará,1.0,1.0,2018.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.125,0.14285714285714285
2315,2018-05-06 16:00:00,Athletico Paranaense,Palmeiras,1.0,3.0,2018.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.125,0.42857142857142855
2318,2018-05-06 19:00:00,Grêmio,Santos,5.0,1.0,2018.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.625,0.14285714285714285
2324,2018-05-13 16:00:00,Bahia,São Paulo,2.0,2.0,2018.0,pontos corridos,1,0,0,0,0,1,0,0,1,0,0,0.25,0.2857142857142857
2326,2018-05-13 16:00:00,Corinthians,Palmeiras,1.0,0.0,2018.0,pontos corridos,2,0,0,0,1,0,1,0,0,0,0,0.125,0.0
2327,2018-05-13 19:00:00,Santos,Paraná,3.0,1.0,2018.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.375,0.14285714285714285
2332,2018-05-19 21:00:00,Palmeiras,Bahia,3.0,0.0,2018.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.0
2336,2018-05-20 16:00:00,São Paulo,Santos,1.0,0.0,2018.0,pontos corridos,2,0,0,1,0,0,0,1,0,0,0,0.125,0.0
2337,2018-05-20 16:00:00,Sport,Corinthians,1.0,1.0,2018.0,pontos corridos,1,0,0,0,0,1,0,0,0,1,0,0.125,0.14285714285714285
2341,2018-05-26 19:00:00,Palmeiras,Sport,2.0,3.0,2018.0,pontos corridos,0,1,0,0,0,0,0,0,0,0,1,0.25,0.42857142857142855
2344,2018-05-27 16:00:00,Santos,Cruzeiro,0.0,1.0,2018.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.0,0.14285714285714285
2345,2018-05-27 16:00:00,Internacional,Corinthians,2.0,1.0,2018.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.25,0.14285714285714285
2349,2018-05-27 19:00:00,America Fc,São Paulo,1.0,3.0,2018.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.125,0.42857142857142855
2353,2018-05-30 21:00:00,São Paulo,Botafogo,3.0,2.0,2018.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.2857142857142857
2356,2018-05-30 21:45:00,Cruzeiro,Palmeiras,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
2358,2018-05-31 18:00:00,Corinthians,America Fc,1.0,0.0,2018.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.125,0.0
2359,2018-05-31 21:00:00,Athletico Paranaense,Santos,2.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,0,1,0,0,0,0.25,0.0
2363,2018-06-02 21:00:00,Palmeiras,São Paulo,3.0,1.0,2018.0,pontos corridos,2,1,0,0,0,0,0,0,1,0,0,0.375,0.14285714285714285
2366,2018-06-03 16:00:00,Flamengo,Corinthians,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
2367,2018-06-03 16:00:00,Santos,Vitória,5.0,2.0,2018.0,pontos corridos,2,0,1,0,0,0,0,0,0,0,1,0.625,0.2857142857142857
2370,2018-06-05 21:30:00,São Paulo,Internacional,0.0,0.0,2018.0,pontos corridos,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0
2373,2018-06-06 21:00:00,Corinthians,Santos,1.0,1.0,2018.0,pontos corridos,1,0,0,0,1,0,0,1,0,0,0,0.125,0.14285714285714285
2376,2018-06-06 21:45:00,Grêmio,Palmeiras,0.0,2.0,2018.0,pontos corridos,0,0,0,0,0,1,1,0,0,0,0,0.0,0.2857142857142857
2380,2018-06-09 16:00:00,Athletico Paranaense,São Paulo,0.0,1.0,2018.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
2383,2018-06-09 21:00:00,Corinthians,Vitória,0.0,0.0,2018.0,pontos corridos,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0
2387,2018-06-10 16:00:00,Ceará,Palmeiras,2.0,2.0,2018.0,pontos corridos,1,0,0,0,0,1,1,0,0,0,0,0.25,0.2857142857142857
2389,2018-06-10 19:00:00,Santos,Internacional,1.0,2.0,2018.0,pontos corridos,0,0,1,0,0,0,0,0,0,0,1,0.125,0.2857142857142857
2390,2018-06-12 21:30:00,São Paulo,Vitória,3.0,0.0,2018.0,pontos corridos,2,0,0,1,0,0,0,0,0,0,1,0.375,0.0
2392,2018-06-13 19:00:00,Fluminense,Santos,0.0,1.0,2018.0,pontos corridos,0,0,0,0,0,1,0,1,0,0,0,0.0,0.14285714285714285
2396,2018-06-13 21:00:00,Palmeiras,Flamengo,1.0,1.0,2018.0,pontos corridos,1,1,0,0,0,0,0,0,0,0,1,0.125,0.14285714285714285
2398,2018-06-13 21:45:00,Bahia,Corinthians,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,0,0,0,1,0,0.125,0.0
2403,2018-07-18 21:45:00,Corinthians,Botafogo,2.0,0.0,2018.0,pontos corridos,2,0,0,0,1,0,0,0,0,0,1,0.25,0.0
2404,2018-07-18 21:45:00,Flamengo,São Paulo,0.0,1.0,2018.0,pontos corridos,0,0,0,0,0,1,0,0,1,0,0,0.0,0.14285714285714285
2408,2018-07-19 20:00:00,Santos,Palmeiras,1.0,1.0,2018.0,pontos corridos,1,0,1,0,0,0,1,0,0,0,0,0.125,0.14285714285714285
2411,2018-07-21 21:00:00,São Paulo,Corinthians,3.0,1.0,2018.0,pontos corridos,2,0,0,1,0,0,0,0,0,1,0,0.375,0.14285714285714285
2416,2018-07-22 16:00:00,Palmeiras,Atlético,3.0,2.0,2018.0,pontos corridos,2,1,0,0,0,0,0,0,0,0,1,0.375,0.2857142857142857
2418,2018-07-22 19:00:00,Chapecoense,Santos,0.0,0.0,2018.0,pontos corridos,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0
2420,2018-07-25 19:30:00,Fluminense,Palmeiras,1.0,0.0,2018.0,pontos corridos,2,0,0,0,0,1,1,0,0,0,0,0.125,0.0
